Authors	Year	Title	Journal	DOI	Oases	lat	long	Country	Reviewer
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Mellaab	31.549347	-4.841612	Morocco	JAHA
Meriem Farah Hamamouchea,Marcel Kuper, Jeanne Riaux, Christian Leduc, 	2017	Conjunctive use of surface and ground water resources in acommunity-managed irrigation system — The case of the Sidi Okbapalm grove in the Algerian Sahara	Agricultural Water Management	10.1016/j.agwat.2017.08.005	Sidi Okba	34.756215	5.891405	Algeria	JAHA
MERIEM FARAH HAMAMOUCHE, MARCEL KUPER, TARIK HARTANI AND SAMI BOUARFA	2020	OVERLAPPING GROUNDWATER SERVICE MARKETS IN A PALM GROVE IN THE ALGERIAN SAHARA	Irrigation and Drainage	10.1002/ird.2178	Sidi Okba	34.756215	5.891405	Algeria	JAHA
Foued Hamza & Saâd Hanane	2021	The effect of microhabitat features, anthropogenic pressure and spatial structure on bird diversity in southern Tunisian agroecosystems	Annals of Applied Biology	10.1111/aab.12690	Gabes	33.879179	10.076072	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Ouedhref	33.993069	9.975128	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Matouia	33.966689	10.002497	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Ghannouche	33.949544	10.051942	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Bouchamma	33.903031	10.067431	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	ChottEssalem	33.900311	10.09755	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Cheneni	33.87705	10.076331	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Teboulbou	33.837381	10.125622	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Kettana	33.753822	10.201422	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Zerkine	33.683597	10.230458	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Mareth	33.639217	10.312772	Tunisia	JAHA
Foued Hamza,  Asma Kahli , Mohamed-Ali Chokri , Mohammed Almalki , Saad Hanane	2021	Urban and industrial landscapes interact with microhabitat to predict occurrence of European Turtle Dove (Streptopelia turtur) in Mediterranean oases: Implications for conservation	Landscape and Urban Planning	10.1016/j.landurbplan.2021.104219	Zarate	33.661919	10.357669	Tunisia	JAHA
Hasnaâ HARRAK, Marc LEBRUN, Moulay Mustapha, ISMAÏLI ALAOUI, Ahmed Faouzi SENHAJI, Allal HAMOUDA	2009	Vers une valorisation du savoir-faire local des oasis : cas du jus de dattes Tassabount au Maroc	Fruits	10.1051/fruits/2009019	Drâa river	29.214526	-7.915634	Morocco	JAHA
Hasnaâ Harrak, Allal Hamouda et Mounir Nadi	2018	Évaluation et amélioration de la qualité des pâtes traditionnelles de dattes, produits du terroir des oasis	Cahiers Agricultures	doi.org/10.1051/cagri/2017057	Tata	29.756	-7.981	Morocco	JAHA
AMINA HASNAOUI, MOHAMED AZIZ ELHOUMAIZI, ABDESLAM ASEHRAOU, MARIANNE SINDIC, CLAUDE DEROANNE AND ABDELKADER HAKKOU	2010	Chemical Composition and Microbial Quality of Dates Grown in Figuig Oasis of Morocco	INTERNATIONAL JOURNAL OF AGRICULTURE & BIOLOGY		Figuig	32.100163	-1.231556	Morocco	JAHA
WAYMON L. HOLLOWAY, KERIN M. CLAESON, HESHAM M. SALLAM, SANAA EL-SAYED, MAHMOUD KORA, JOSEPH J.W. SERTICH, and PATRICK M. O’CONNOR	2017	A new species of the neopterygian fish Enchodus from the Duwi Formation, Campanian, Late Cretaceous, Western Desert, central Egypt	Acta Palaeontologica Polonica	10.4202/app.00331.2016	Dakhla	25.520135	29.126163	Egypt	JAHA
Salem Idda, Bruno Bonté, Hamidi Mansour, Sid-Ahmed Bellal et Marcel Kuper	2017	Monument historique ou système bien vivant ? Les foggaras des oasis du Touat (Algérie) et leur réalimentation en eau par pompage	Cahiers Agricultures	10.1051/cagri/2017049	Lahmeur	27.425	-0.25	Algeria	JAHA
Abdelhakim Jilali, Yassine Zarhloule & Michael Georgiadis	2015	Vulnerability mapping and risk of groundwater of the oasis of Figuig, Morocco: application of DRASTIC and AVI methods	Arabian Journal of Geosciences	10.1007/s12517-014-1320-3	Figuig	32.100163	-1.231556	Morocco	JAHA
Abdelhakim Jilali , Yassine Zarhloule	2015	Structural control of the hydrogeology in Figuig Oasis in the eastern High Atlas of Morocco	Proceedings of the Geologists’ Association	10.1016/j.pgeola.2014.12.003	Figuig	32.100163	-1.231556	Morocco	JAHA
Abdelhakim Jilali, Nathalie Fagel, Mounir Amar, Mahmoud Abbas, Yassine Zarhloule	2016	Hydrogeochemical processes constrained by multivariate statistical methods and isotopic evidence of groundwater recharge in the aquifer of Figuig, Eastern High Atlas of Morocco	Arabian Journal of Geosciences	10.1007/s12517-015-2089-8	Figuig	32.100163	-1.231556	Morocco	JAHA
Irene M. Johannsen, Jennifer C. Hengst, Alexander Goll, Britta Höllermann and Bernd Diekkrüger	2016	Future ofWater Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change	Water	10.3390/w8080313	Mezguita	30.679259	-6.372724	Morocco	JAHA
Irene M. Johannsen, Jennifer C. Hengst, Alexander Goll, Britta Höllermann and Bernd Diekkrüger	2016	Future ofWater Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change	Water	10.3390/w8080313	Tinzouline	30.50931	-6.08546	Morocco	JAHA
Irene M. Johannsen, Jennifer C. Hengst, Alexander Goll, Britta Höllermann and Bernd Diekkrüger	2016	Future ofWater Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change	Water	10.3390/w8080313	Ternata	30.385573	-5.8361	Morocco	JAHA
Irene M. Johannsen, Jennifer C. Hengst, Alexander Goll, Britta Höllermann and Bernd Diekkrüger	2016	Future ofWater Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change	Water	10.3390/w8080313	Fezouata	30.252687	-5.710301	Morocco	JAHA
Irene M. Johannsen, Jennifer C. Hengst, Alexander Goll, Britta Höllermann and Bernd Diekkrüger	2016	Future ofWater Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change	Water	10.3390/w8080313	Ktaoua	29.989335	-5.513707	Morocco	JAHA
Irene M. Johannsen, Jennifer C. Hengst, Alexander Goll, Britta Höllermann and Bernd Diekkrüger	2016	Future ofWater Supply and Demand in the Middle Drâa Valley, Morocco, under Climate and Land Use Change	Water	10.3390/w8080313	M'Hamid	29.813013	-5.725391	Morocco	JAHA
Ossama Kodad ,Attila Heged¿s, Rafel Socias i Company, ,Júlia Halász 	2013	Self-(in)compatibility genotypes of Moroccan apricots indicate differences and similarities in the crop history of European and North African apricot germplasm	BMC Plant Biology	10.1186/1471-2229-13-196	Agdz	30.702125	-6.443471	Morocco	JAHA
Ossama Kodad ,Attila Heged¿s, Rafel Socias i Company, ,Júlia Halász 	2013	Self-(in)compatibility genotypes of Moroccan apricots indicate differences and similarities in the crop history of European and North African apricot germplasm	BMC Plant Biology	10.1186/1471-2229-13-196	Skoura	31.066713	-6.564353	Morocco	JAHA
Ossama Kodad ,Attila Heged¿s, Rafel Socias i Company, ,Júlia Halász 	2013	Self-(in)compatibility genotypes of Moroccan apricots indicate differences and similarities in the crop history of European and North African apricot germplasm	BMC Plant Biology	10.1186/1471-2229-13-196	El Kelaa	31.232358	-6.143117	Morocco	JAHA
Ossama Kodad ,Attila Heged¿s, Rafel Socias i Company, ,Júlia Halász 	2013	Self-(in)compatibility genotypes of Moroccan apricots indicate differences and similarities in the crop history of European and North African apricot germplasm	BMC Plant Biology	10.1186/1471-2229-13-196	Goulmina	31.687713	-4.965177	Morocco	JAHA
O. KODAD, J. HALÁSZ, A. HEGEDÜS, Z. MESSAOUDI, A. PEDRYC and R. SOCIAS i COMPANY	2013	Self-(in)compatibility and fruit set in 19 local Moroccan apricot (Prunus armeniaca L.) genotypes	Journal of Horticultural Science & Biotechnology	10.1080/14620316.2013.11512991	Agdz	30.702125	-6.443471	Morocco	JAHA
O. KODAD, J. HALÁSZ, A. HEGEDÜS, Z. MESSAOUDI, A. PEDRYC and R. SOCIAS i COMPANY	2013	Self-(in)compatibility and fruit set in 19 local Moroccan apricot (Prunus armeniaca L.) genotypes	Journal of Horticultural Science & Biotechnology	10.1080/14620316.2013.11512991	Skoura	31.066713	-6.564353	Morocco	JAHA
O. KODAD, J. HALÁSZ, A. HEGEDÜS, Z. MESSAOUDI, A. PEDRYC and R. SOCIAS i COMPANY	2013	Self-(in)compatibility and fruit set in 19 local Moroccan apricot (Prunus armeniaca L.) genotypes	Journal of Horticultural Science & Biotechnology	10.1080/14620316.2013.11512991	Goulmina	31.687713	-4.965177	Morocco	JAHA
O. KODAD, J. HALÁSZ, A. HEGEDÜS, Z. MESSAOUDI, A. PEDRYC and R. SOCIAS i COMPANY	2013	Self-(in)compatibility and fruit set in 19 local Moroccan apricot (Prunus armeniaca L.) genotypes	Journal of Horticultural Science & Biotechnology	10.1080/14620316.2013.11512991	Tafilalt-Ziz river	32.275014	-4.52419	Morocco	JAHA
H. Laamrani , K. Khallaayoune, H. Madsen, J. Mahjour, B. Gryseels	2000	New challenges in schistosomiasis control in Morocco	Acta Tropica	doi.org/10.1016/S0001-706X(00)00114-5	Akka 	29.415633	-8.257699	Morocco	JAHA
Mouna Bendaly Labaied, Lotfi Khiari , Jacques Gallichand , Fassil Kebede , Nabila Kadri , Nouha Ben Ammar , Foued Ben Hmida  and Mehdi Ben Mimoun	2020	Nutrient Diagnosis Norms for Date Palm (Phoenix dactylifera L.) in Tunisian Oases	Agronomy	10.3390/agronomy10060886	Souk Lahad	33.774552	8.829247	Tunisia	JAHA
Mouna Bendaly Labaied, Lotfi Khiari , Jacques Gallichand , Fassil Kebede , Nabila Kadri , Nouha Ben Ammar , Foued Ben Hmida  and Mehdi Ben Mimoun	2020	Nutrient Diagnosis Norms for Date Palm (Phoenix dactylifera L.) in Tunisian Oases	Agronomy	10.3390/agronomy10060886	Blidet	33.585712	8.835638	Tunisia	JAHA
Mouna Bendaly Labaied, Lotfi Khiari , Jacques Gallichand , Fassil Kebede , Nabila Kadri , Nouha Ben Ammar , Foued Ben Hmida  and Mehdi Ben Mimoun	2020	Nutrient Diagnosis Norms for Date Palm (Phoenix dactylifera L.) in Tunisian Oases	Agronomy	10.3390/agronomy10060886	Nouail	33.492711	8.853833	Tunisia	JAHA
Mouna Bendaly Labaied, Lotfi Khiari , Jacques Gallichand , Fassil Kebede , Nabila Kadri , Nouha Ben Ammar , Foued Ben Hmida  and Mehdi Ben Mimoun	2020	Nutrient Diagnosis Norms for Date Palm (Phoenix dactylifera L.) in Tunisian Oases	Agronomy	10.3390/agronomy10060886	El Gattaya	33.665074	8.88539	Tunisia	JAHA
Atman Ait Lamqadem , Biswajeet Pradhan , Hafid Saber  and Abdelmejid Rahimi	2018	Desertification Sensitivity Analysis Using MEDALUS Model and GIS: A Case Study of the Oases of Middle Draa Valley, Morocco	Sensors	10.3390/s18072230	Mezguita	30.679259	-6.372724	Morocco	JAHA
Atman Ait Lamqadem , Biswajeet Pradhan , Hafid Saber  and Abdelmejid Rahimi	2018	Desertification Sensitivity Analysis Using MEDALUS Model and GIS: A Case Study of the Oases of Middle Draa Valley, Morocco	Sensors	10.3390/s18072230	Tinzouline	30.50931	-6.08546	Morocco	JAHA
Atman Ait Lamqadem , Biswajeet Pradhan , Hafid Saber  and Abdelmejid Rahimi	2018	Desertification Sensitivity Analysis Using MEDALUS Model and GIS: A Case Study of the Oases of Middle Draa Valley, Morocco	Sensors	10.3390/s18072230	Ternata	30.385573	-5.8361	Morocco	JAHA
Atman Ait Lamqadem , Biswajeet Pradhan , Hafid Saber  and Abdelmejid Rahimi	2018	Desertification Sensitivity Analysis Using MEDALUS Model and GIS: A Case Study of the Oases of Middle Draa Valley, Morocco	Sensors	10.3390/s18072230	Fezouata	30.252687	-5.710301	Morocco	JAHA
Atman Ait Lamqadem , Biswajeet Pradhan , Hafid Saber  and Abdelmejid Rahimi	2018	Desertification Sensitivity Analysis Using MEDALUS Model and GIS: A Case Study of the Oases of Middle Draa Valley, Morocco	Sensors	10.3390/s18072230	Ktaoua	29.989335	-5.513707	Morocco	JAHA
Atman Ait Lamqadem , Biswajeet Pradhan , Hafid Saber  and Abdelmejid Rahimi	2018	Desertification Sensitivity Analysis Using MEDALUS Model and GIS: A Case Study of the Oases of Middle Draa Valley, Morocco	Sensors	10.3390/s18072230	M'Hamid	29.813013	-5.725391	Morocco	JAHA
Atman Ait Lamqadem , Hafid Saber  and Biswajeet Pradhan 	2018	 Quantitative Assessment of Desertification in an Arid Oasis Using Remote Sensing Data and Spectral Index Techniques	Remote Sensing	10.3390/rs10121862	Ternata	30.385573	-5.8361	Morocco	JAHA
Atman Ait Lamqadem , Hafid Saber  and Biswajeet Pradhan 	2018	 Quantitative Assessment of Desertification in an Arid Oasis Using Remote Sensing Data and Spectral Index Techniques	Remote Sensing	10.3390/rs10121862	Fezouata	30.252687	-5.710301	Morocco	JAHA
Atman Ait Lamqadem , Hafid Saber  and Biswajeet Pradhan 	2018	 Quantitative Assessment of Desertification in an Arid Oasis Using Remote Sensing Data and Spectral Index Techniques	Remote Sensing	10.3390/rs10121862	Ktaoua	29.989335	-5.513707	Morocco	JAHA
Atman Ait Lamqadem , Hafid Saber  and Biswajeet Pradhan 	2018	 Quantitative Assessment of Desertification in an Arid Oasis Using Remote Sensing Data and Spectral Index Techniques	Remote Sensing	10.3390/rs10121862	M'Hamid	29.813013	-5.725391	Morocco	JAHA
Atman Ait Lamqadem, Gabriela Mihaela Afrasinei,and Hafid Saber	2019	Analysis of Landsat-derived multitemporal vegetation cover to understand drivers of oasis agroecosystems change	Journal of Applied Remote Sensing	10.1117/1.JRS.13.014517	Mezguita	30.679259	-6.372724	Morocco	JAHA
Atman Ait Lamqadem, Gabriela Mihaela Afrasinei,and Hafid Saber	2019	Analysis of Landsat-derived multitemporal vegetation cover to understand drivers of oasis agroecosystems change	Journal of Applied Remote Sensing	10.1117/1.JRS.13.014517	Tinzouline	30.50931	-6.08546	Morocco	JAHA
Atman Ait Lamqadem, Gabriela Mihaela Afrasinei,and Hafid Saber	2019	Analysis of Landsat-derived multitemporal vegetation cover to understand drivers of oasis agroecosystems change	Journal of Applied Remote Sensing	10.1117/1.JRS.13.014517	Ternata	30.385573	-5.8361	Morocco	JAHA
Atman Ait Lamqadem, Gabriela Mihaela Afrasinei,and Hafid Saber	2019	Analysis of Landsat-derived multitemporal vegetation cover to understand drivers of oasis agroecosystems change	Journal of Applied Remote Sensing	10.1117/1.JRS.13.014517	Fezouata	30.252687	-5.710301	Morocco	JAHA
Atman Ait Lamqadem, Gabriela Mihaela Afrasinei,and Hafid Saber	2019	Analysis of Landsat-derived multitemporal vegetation cover to understand drivers of oasis agroecosystems change	Journal of Applied Remote Sensing	10.1117/1.JRS.13.014517	Ktaoua	29.989335	-5.513707	Morocco	JAHA
Atman Ait Lamqadem, Gabriela Mihaela Afrasinei,and Hafid Saber	2019	Analysis of Landsat-derived multitemporal vegetation cover to understand drivers of oasis agroecosystems change	Journal of Applied Remote Sensing	10.1117/1.JRS.13.014517	M'Hamid	29.813013	-5.725391	Morocco	JAHA
Soumia Loulida, Mohammed Znari, Mohamed Naimi and Safaa Bendami	2019	Tolerance to salinity and dehydration in the Sahara Desert blue-eyed turtle, Mauremys leprosa saharica (Testudines: Geoemydidae) from a brackish pond in the Lower Draa basin, southern Morocco	AFRICAN JOURNAL OF HERPETOLOGY	10.1080/21564574.2019.1645746	Sidi El Mehdaoui	29.492228	-7.999768	Morocco	JAHA
Ivan Maggini, Fadwa Hama, David Robson, Hamid Rguibi Idrissi, Franz Bairlein, and Gabriel Gargallo	2015	Foraging behavior of three species of songbirds during stopover in southeastern Morocco during spring migration	Journal of Field Ornithology	10.1111/jofo.12115	Yasmina	31.217758	-3.977819	Morocco	JAHA
Imane Mahjoubi , Lisa Bossenbroek , Elisabeth Berger, Oliver Frör	2022	Analyzing Stakeholder Perceptions ofWater Ecosystem Services to Enhance Resilience in the Middle Drâa Valley, Southern Morocco	sustainability	10.3390/su14084765	Mezguita	30.679259	-6.372724	Morocco	JAHA
